"Ope Id","Institution Name","Institution City","Institution State","Institution Type And Control","Total Recipients","Total Awards","Year"
"2312000","BERGEN COUNTY TECHNICAL SCHOOLS","HACKENSACK","NJ","Public 2 Year",42,131280,"2016-17"
"2312200","BRIGHTWOOD COLLEGE","HOUSTON","TX","Proprietary 2 Year",646,2220495,"2016-17"
"2312300","LA' JAMES COLLEGE HAIRSTYLING","EAST MOLINE","IL","Proprietary 2 Year",15,62583,"2016-17"
"2313000","CASS CAREER CENTER","HARRISONVILLE","MO","Public 2 Year",12,49307,"2016-17"
"2314000","SCHOOL OF HAIRSTYLING (THE)","CHUBBUCK","ID","Proprietary 2 Year",23,102321,"2016-17"
"2314100","SCHILLER INTERNATIONAL UNIVERSITY","LARGO","FL","Proprietary 4 Year",123,548848,"2016-17"
"2314200","EMPIRE BEAUTY SCHOOL","PEEKSKILL","NY","Proprietary 2 Year",42,161978,"2016-17"
"2315400","NORTHEAST TEXAS COMMUNITY COLLEGE","MOUNT PLEASANT","TX","Public 2 Year",1531,5492568,"2016-17"
"2315500","TOLEDO ACADEMY OF BEAUTY CULTURE - EAST","OREGON","OH","Proprietary 2 Year",55,187000,"2016-17"
"2316200","MIAMI LAKES TECHNICAL EDUCATION CTR","MIAMI LAKES","FL","Public 2 Year",341,1065499,"2016-17"
"2316600","CONNECTICUT CTR FOR MASSAGE THERAPY","NEWINGTON","CT","Proprietary 2 Year",303,752638,"2016-17"
"2317200","MARANATHA BAPTIST UNIVERSITY","WATERTOWN","WI","Private 4 Year",361,1303376,"2016-17"
"2317300","CONCEPT COLLEGE OF COSMETOLOGY","DANVILLE","IL","Proprietary 2 Year",137,486046,"2016-17"
"2317800","AMERICAN INSTITUTE OF TECHNOLOGY","PHOENIX","AZ","Proprietary 2 Year",595,1700502,"2016-17"
"2318200","KD STUDIO, ACTOR'S CONSERVATORY","DALLAS","TX","Proprietary 2 Year",113,508567,"2016-17"
"2319800","TONI&GUY HAIRDRESSING ACADEMY","COEUR D'ALENE","ID","Proprietary 2 Year",183,726489,"2016-17"
"2320800","MAGNOLIA COLLEGE OF COSMETOLOGY","JACKSON","MS","Proprietary 2 Year",160,621028,"2016-17"
"2320900","TIDEWATER TECH","NORFOLK","VA","Proprietary 2 Year",457,1602710,"2016-17"
"2321200","ORANGE TECHNICAL COLLEGE - WESTSIDE CAMP","WINTER GARDEN","FL","Public 2 Year",228,822287,"2016-17"
"2321400","ROFFLER-MOLER HAIRSTYLING COLLEGE","MARIETTA","GA","Proprietary 2 Year",77,282317,"2016-17"
"2323300","PROFESSIONAL'S CHOICE HAIR DSN ACAD","JOLIET","IL","Proprietary 2 Year",17,51106,"2016-17"
"2324400","ALLSTATE HAIRSTYLING & BARBER CLG","CLEVELAND","OH","Proprietary 2 Year",53,248131,"2016-17"
"2324500","MICHIGAN COLLEGE OF BEAUTY","MONROE","MI","Proprietary 2 Year",95,298722,"2016-17"
"2325100","KEY COLLEGE","DANIA BEACH","FL","Proprietary 4 Year",60,236432,"2016-17"
"2326000","SAN ANTONIO BEAUTY COLLEGE NO 3","SAN ANTONIO","TX","Proprietary 2 Year",57,162445,"2016-17"
"2326200","BRIGHTWOOD COLLEGE","NASHVILLE","TN","Proprietary 2 Year",784,2628321,"2016-17"
"2326300","MEDVANCE INSTITUTE","COOKEVILLE","TN","Proprietary 2 Year",226,802982,"2016-17"
"2326800","MERIDIAN COLLEGE","SARASOTA","FL","Proprietary 2 Year",227,907810,"2016-17"
"2326900","SUNSTATE ACADEMY OF HAIR DESIGN","FORT MYERS","FL","Private 2 Year",372,1236179,"2016-17"
"2327800","PINEVILLE BEAUTY SCHOOL","PINEVILLE","LA","Proprietary 2 Year",47,194826,"2016-17"
"2328500","MOLER-PICKENS BEAUTY COLLEGE","FAIRFIELD","OH","Proprietary 2 Year",66,162662,"2016-17"
"2328900","EMMAUS BIBLE COLLEGE","DUBUQUE","IA","Private 4 Year",111,460870,"2016-17"
"2329900","FLORIDA INSTITUTE OF ULTRASOUND","PENSACOLA","FL","Proprietary 2 Year",31,110645,"2016-17"
"2330100","PIONEER PACIFIC COLLEGE","WILSONVILLE","OR","Proprietary 4 Year",897,3038212,"2016-17"
"2330300","LEBANON CO CAREER & TECHNOLOGY CTR","LEBANON","PA","Public 2 Year",96,388316,"2016-17"
"2330500","LAGUNA COLLEGE OF ART AND DESIGN","LAGUNA BEACH","CA","Private 4 Year",198,848877,"2016-17"
"2330600","PENNSYLVANIA GUNSMITH SCHOOL","PITTSBURGH","PA","Proprietary 2 Year",39,143158,"2016-17"
"2330800","JEFFERSON SCHOOL OF NURSING","PINE BLUFF","AR","Private 2 Year",44,207990,"2016-17"
"2330900","IOWA SCHOOL OF BEAUTY","MARSHALLTOWN","IA","Proprietary 2 Year",17,64576,"2016-17"
"2331000","MARYLAND BEAUTY ACADEMY OF ESSEX","BALTIMORE","MD","Proprietary 2 Year",109,402966,"2016-17"
"2331200","BAPTIST MISSIONARY ASSN THEOL SEM","JACKSONVILLE","TX","Private 4 Year",37,115848,"2016-17"
"2331300","INTERACTIVE LEARNING SYSTEMS","PASADENA","TX","Proprietary 2 Year",1232,4834127,"2016-17"
"2332200","HAIR PROFESSIONALS CAREER COLLEGE","SYCAMORE","IL","Proprietary 2 Year",43,129094,"2016-17"
"2332800","CENTER FOR EMPLOYMENT TRAINING","SAN JOSE","CA","Private 2 Year",1857,7790723,"2016-17"
"2333000","HAIR ACADEMY","NEW CARROLLTON","MD","Proprietary 2 Year",466,1481025,"2016-17"
"2334300","EMPIRE BEAUTY SCHOOL","CINCINNATI","OH","Proprietary 2 Year",233,815212,"2016-17"
"2334400","CENTURA COLLEGE","VIRGINIA BEACH","VA","Proprietary 4 Year",1107,4474154,"2016-17"
"2335500","COLEGIO BIBLICO PENTECOSTAL DE PR","ST JUST TRUJILLO ALTO","PR","Private 4 Year",245,1037303,"2016-17"
"2335701","BATON ROUGE GEN MED CTR SCH NSG","BATON ROUGE","LA","Private 2 Year",56,206886,"2016-17"
"2335900","VOLUNTEER BEAUTY ACADEMY-NASHVILLE","NASHVILLE","TN","Proprietary 2 Year",17,48976,"2016-17"
"2336300","KNOX COUNTY CAREER CENTER","MOUNT VERNON","OH","Public 2 Year",113,421796,"2016-17"
"2336700","CUYAHOGA VALLEY CAREER CENTER","BRECKSVILLE","OH","Public 2 Year",57,228002,"2016-17"
"2337200","PJ'S COLLEGE OF COSMETOLOGY","BOWLING GREEN","KY","Proprietary 2 Year",248,858762,"2016-17"
"2337400","BANCROFT SCHOOL OF MASSAGE THERAPY","WORCESTER","MA","Proprietary 2 Year",18,42451,"2016-17"
"2337700","PROFESSIONAL SKILLS INSTITUTE","TOLEDO","OH","Proprietary 2 Year",453,1539312,"2016-17"
"2337900","COLLEGE OF HAIR DESIGN CAREERS","SALEM","OR","Proprietary 2 Year",38,153945,"2016-17"
"2338000","CLOYD'S BEAUTY SCHOOL #2, INC","MONROE","LA","Proprietary 2 Year",27,95462,"2016-17"
"2338200","BAY STATE SCHOOL OF TECHNOLOGY","CANTON","MA","Proprietary 2 Year",88,370802,"2016-17"
"2338400","FT PIERCE BEAUTY ACADEMY","FORT PIERCE","FL","Proprietary 2 Year",255,802526,"2016-17"
"2338500","GLENDALE CAREER COLLEGE","GLENDALE","CA","Proprietary 2 Year",620,2350885,"2016-17"
"2338600","CHARZANNE BEAUTY COLLEGE","GREENWOOD","SC","Proprietary 2 Year",55,247298,"2016-17"
"2339400","ROB ROY ACADEMY","NEW BEDFORD","MA","Proprietary 2 Year",24,77619,"2016-17"
"2339600","ROGER'S ACADEMY OF HAIR DESIGN","EVANSVILLE","IN","Proprietary 2 Year",88,342420,"2016-17"
"2339700","ROSS MEDICAL EDUCATION CENTER","BRIGHTON","MI","Proprietary 2 Year",1264,4834767,"2016-17"
"2340500","ST LOUIS COLLEGE OF HEALTH CAREERS","ST LOUIS","MO","Proprietary 4 Year",785,2836733,"2016-17"
"2340600","HUMACAO COMMUNITY COLLEGE","HUMACAO","PR","Private 4 Year",619,2237621,"2016-17"
"2340700","LABARON HAIRDRESSING ACADEMY","OVERLAND PARK","KS","Proprietary 2 Year",1,3252,"2016-17"
"2340800","PAUL MITCHELL THE SCHOOL LEXINGTON","LEXINGTON","KY","Proprietary 2 Year",175,730882,"2016-17"
"2341000","FORTIS COLLEGE","MOBILE","AL","Proprietary 2 Year",1739,5920095,"2016-17"
"2341100","KENNETH SHULER SCHOOL OF COSMETOLOGY & N","COLUMBIA","SC","Proprietary 2 Year",516,1831729,"2016-17"
"2341300","PALO ALTO COLLEGE","SAN ANTONIO","TX","Public 2 Year",3401,13044005,"2016-17"
"2341700","CAREER ACADEMY OF HAIR DESIGN","SPRINGDALE","AR","Proprietary 2 Year",194,704059,"2016-17"
"2342400","ACADEMY OF RADIO & TV BROADCASTING","HUNTINGTON BEACH","CA","Proprietary 2 Year",48,211366,"2016-17"
"2342700","FORTIS COLLEGE","NORFOLK","VA","Proprietary 2 Year",965,3327557,"2016-17"
"2343000","FT PECK COMMUNITY COLLEGE","POPLAR","MT","Public 2 Year",86,336708,"2016-17"
"2343400","BELLUS ACADEMY","POWAY","CA","Proprietary 2 Year",492,1791389,"2016-17"
"2343600","INSTITUTE OF BEAUTY CAREERS","ARECIBO","PR","Proprietary 2 Year",663,2292574,"2016-17"
"2343800","MONTGOMERY BEAUTY SCHOOL","SILVER SPRING","MD","Proprietary 2 Year",127,406117,"2016-17"
"2344100","ROSEBURG BEAUTY COLLEGE","ROSEBURG","OR","Proprietary 2 Year",34,144496,"2016-17"
"2346200","WYOTECH","ORMAND BEACH","FL","Private 2 Year",130,455263,"2016-17"
"2346500","OGDEN-WEBER APPLIED TECHNOLOGY COLG","OGDEN","UT","Public 2 Year",466,1150627,"2016-17"
"2348200","ARKANSAS STATE UNIVERSITY MID-SOUTH","WEST MEMPHIS","AR","Public 2 Year",846,2754921,"2016-17"
"2348500","LAMAR STATE COLLEGE-PORT ARTHUR","PORT ARTHUR","TX","Public 2 Year",853,2795796,"2016-17"
"2349200","HEADMASTERS SCHOOL OF HAIR DESIGN","LEWISTON","ID","Proprietary 2 Year",24,103970,"2016-17"
"2349500","CANNELLA SCHOOL OF HAIR DESIGN","CHICAGO","IL","Proprietary 2 Year",80,278070,"2016-17"
"2350100","WESTERN AREA CAREER & TECHNOLOGY CT","CANONSBURG","PA","Public 2 Year",48,194394,"2016-17"
"2350200","INDIANA COUNTY TECH CTR SCH PR NSG","INDIANA","PA","Public 2 Year",65,251250,"2016-17"
"2350600","YESHIVA AND KOLLEL HARBOTZAS TORAH","BROOKLYN","NY","Private 4 Year",17,81945,"2016-17"
"2351300","KNOX BEAUTY COLLEGE","KNOX","IN","Proprietary 2 Year",17,71363,"2016-17"
"2351500","WILLOUGHBY EASTLAKE SCH OF PRAC NSG","WILLOUGHBY","OH","Public 2 Year",126,460631,"2016-17"
"2351700","PAUL MITCHELL THE SCHOOL - LOUISVILLE","LOUISVILLE","KY","Proprietary 2 Year",123,489987,"2016-17"
"2351900","BRIGHTWOOD COLLEGE","SACRAMENTO","CA","Proprietary 2 Year",696,2467224,"2016-17"
"2352200","LE CORDON BLEU COLLEGE OF CULINARY ARTS","CHICAGO","IL","Proprietary 2 Year",263,1014140,"2016-17"
"2352500","CLOYD'S BEAUTY SCHOOL #3, INC","MONROE","LA","Proprietary 2 Year",59,223152,"2016-17"
"2352800","POLARIS CAREER CENTER-ADULT ED DEPT","MIDDLEBURG HEIGHTS","OH","Public 2 Year",134,526491,"2016-17"
"2353100","NORTHERN TIER CAREER CENTER","TOWANDA","PA","Public 2 Year",35,124777,"2016-17"
"2354200","SCIOTO COUNTY JOINT VOCATIONAL SCH","LUCASVILLE","OH","Public 2 Year",191,809167,"2016-17"
"2356600","CHARLESTON COSMETOLOGY INSTITUTE","CHARLESTON","SC","Proprietary 2 Year",76,288211,"2016-17"
"2357600","NAVAJO TECHNICAL UNIVERSITY","CROWNPOINT","NM","Public 4 Year",1275,5078558,"2016-17"
"2357700","PAUL MITCHELL THE SCHOOL","HOUSTON","TX","Proprietary 2 Year",427,1624890,"2016-17"
"2358000","THOMAS AQUINAS COLLEGE","SANTA PAULA","CA","Private 4 Year",109,420283,"2016-17"
"2358200","LAMAR STATE COLLEGE-ORANGE","ORANGE","TX","Public 2 Year",948,3151864,"2016-17"
"2358500","BON SECOURS SAINT MARY'S HOSPITAL SCHOOL","RICHMOND","VA","Private 2 Year",5,19668,"2016-17"
"2358600","STAGE ONE THE HAIR SCHOOL, INC.","LAKE CHARLES","LA","Proprietary 2 Year",84,333641,"2016-17"
"2359300","SHASTA BIBLE COLLEGE","REDDING","CA","Private 4 Year",31,117813,"2016-17"
"2360800","PROVO COLLEGE","PROVO","UT","Proprietary 4 Year",323,1230444,"2016-17"
"2361300","LANDING SCHOOL OF BOATBUILDING & DESIGN","ARUNDEL","ME","Private 2 Year",13,59825,"2016-17"
"2361400","COLLIN COUNTY COMMUNITY COLLEGE","MCKINNEY","TX","Public 2 Year",5680,19117571,"2016-17"
"2361500","MICHIGAN BARBER COLLEGE","DETROIT","MI","Private 2 Year",178,708443,"2016-17"
"2361600","CONCORDE CAREER COLLEGE","KANSAS CITY","MO","Proprietary 4 Year",1121,4495808,"2016-17"
"2362000","UNIVERSAL TECHNICAL INSTITUTE","HOUSTON","TX","Proprietary 2 Year",3202,12632434,"2016-17"
"2362100","FULL SAIL UNIVERSITY","WINTER PARK","FL","Proprietary 4 Year",12385,50131920,"2016-17"
"2362300","MERCER COUNTY AREA VOC TECH SCHOOL","MERCER","PA","Public 2 Year",26,114185,"2016-17"
"2362800","AUSTIN GRADUATE SCHOOL OF THEOLOGY","AUSTIN","TX","Private 4 Year",10,24134,"2016-17"
"2363500","ARTHUR'S BEAUTY COLLEGE","FORT SMITH","AR","Proprietary 2 Year",124,469077,"2016-17"
"2363800","YESHIVA GEDOLAH OF GREATER DETROIT","OAK PARK","MI","Private 4 Year",26,113761,"2016-17"
"2460000","UNIVERSITY OF PUERTO RICO - MEDICAL SCIE","RIO PIEDRAS","PR","Public 4 Year",286,1366398,"2016-17"
"2490500","HAIR FASHIONS BY KAYE BEAUTY CLG","INDIANAPOLIS","IN","Proprietary 2 Year",26,77543,"2016-17"
"2490800","HAIR FASHIONS BY KAYE BEAUTY CLG","NOBLESVILLE","IN","Proprietary 2 Year",49,157373,"2016-17"
"2491000","WEST MI COLG OF BARBERING & BEAUTY","KALAMAZOO","MI","Proprietary 2 Year",43,151254,"2016-17"
"2491100","BECKFIELD COLLEGE","FLORENCE","KY","Proprietary 4 Year",1193,3634382,"2016-17"
"2491500","SOUTHWEST UNIVERSITY OF VISUAL ARTS","TUCSON","AZ","Proprietary 4 Year",120,569241,"2016-17"
"2491700","CORTIVA INSTITUTE -  BOSTON","WATERTOWN","MA","Proprietary 2 Year",5,9886,"2016-17"
"2492600","EASTERN CTR ARTS AND TECH PR NSG","WILLOW GROVE","PA","Public 2 Year",103,345420,"2016-17"
"2494300","GILL-TECH ACADEMY OF HAIR DESIGN","APPLETON","WI","Proprietary 2 Year",16,58160,"2016-17"
"2494700","BALTIMORE STUDIO OF HAIR DESIGN","BALTIMORE","MD","Proprietary 2 Year",76,262305,"2016-17"
"2494800","LOLA BEAUTY COLLEGE","GARDEN GROVE","CA","Proprietary 2 Year",65,233500,"2016-17"
"2495000","ROBERT PAUL ACAD COSMTGY ARTS & SCI","TIMONIUM","MD","Proprietary 2 Year",38,136199,"2016-17"
"2495100","MARYLAND BEAUTY ACADEMY","REISTERSTOWN","MD","Proprietary 2 Year",10,31490,"2016-17"
"2495500","ALL-STATE CAREER SCHOOL","LESTER","PA","Proprietary 2 Year",857,2686665,"2016-17"
"2497300","TRINITY COLLEGE","VISALIA","CA","Proprietary 2 Year",554,2081341,"2016-17"
"2497500","CLINTON TECHNICAL SCHOOL","CLINTON","MO","Public 2 Year",25,96656,"2016-17"
"2497800","GREENE COUNTY CAREER CENTER","XENIA","OH","Public 2 Year",18,74637,"2016-17"
"2498200","G SKIN & BEAUTY INSTITUTE","OAK BROOK","IL","Proprietary 2 Year",207,620650,"2016-17"
"2499000","ACADEMY OF COSMETOLOGY","MERRITT ISLAND","FL","Proprietary 2 Year",128,416063,"2016-17"
"2501500","ORANGE TECHNICAL COLLEGE - MID FLORIDA C","ORLANDO","FL","Public 2 Year",265,941067,"2016-17"
"2503400","AMRIDGE UNIVERSITY","MONTGOMERY","AL","Private 4 Year",312,880476,"2016-17"
"2503900","WARREN COUNTY COMMUNITY COLLEGE","WASHINGTON","NJ","Public 2 Year",478,1503434,"2016-17"
"2504200","WALDEN UNIVERSITY","MINNEAPOLIS","MN","Proprietary 4 Year",4274,13448839,"2016-17"
"2504500","INSTITUCION CHAVIANO DE MAYAGUEZ","MAYAGUEZ","PR","Proprietary 2 Year",114,436297,"2016-17"
"2504600","ORANGE TECHNICAL COLLEGE-WINTER PARK CAM","WINTER PARK","FL","Public 2 Year",156,546441,"2016-17"
"2504900","ACADEMY OF HAIR DESIGN (THE)","WENATCHEE","WA","Proprietary 2 Year",37,148786,"2016-17"
"2505400","ATLANTIC COLLEGE","GUAYNABO","PR","Private 4 Year",1433,5855032,"2016-17"
"2505800","YESHIVA KARLIN STOLIN RAB INSTITUTE","BROOKLYN","NY","Private 4 Year",120,680394,"2016-17"
"2505900","SH-OR YOSHUV RABBINICAL COLLEGE","FAR ROCKAWAY","NY","Private 4 Year",7,35544,"2016-17"
"2506000","ASSOCIATED BETH RIVKAH SCHOOLS","BROOKLYN","NY","Private 2 Year",100,533055,"2016-17"
"2506800","YESHIVAT MIKDASH MELECH","BROOKLYN","NY","Private 4 Year",11,59095,"2016-17"
"2508300","SOUTHEAST COMM. COLLEGE-ALL CAMPUSES","LINCOLN","NE","Public 2 Year",3844,9751650,"2016-17"
"2508900","TALMUDIC COLLEGE OF FLORIDA","MIAMI BEACH","FL","Private 4 Year",15,61249,"2016-17"
"2510300","BEAUTY TECHNICAL COLLEGE","TAHLEQUAH","OK","Proprietary 2 Year",28,117810,"2016-17"
"2510600","BLACKFEET COMMUNITY COLLEGE","BROWNING","MT","Private 2 Year",328,1382004,"2016-17"
"2511000","SOUTHWESTERN INDIAN POLYTECH INST","ALBUQUERQUE","NM","Public 2 Year",232,752536,"2016-17"
"2511500","JOFFREY BALLET SCHOOL","NEW YORK","NY","Proprietary 2 Year",21,105061,"2016-17"
"2511700","RIDGE TECHNICAL CENTER","WINTER HAVEN","FL","Public 2 Year",243,886396,"2016-17"
"2513200","ORANGE TECHNICAL COLLEGE - ORLANDO CAMPU","ORLANDO","FL","Public 2 Year",198,652332,"2016-17"
"2514100","AMERICAN INDIAN OPPORTUNITIES CTR","MINNEAPOLIS","MN","Private 2 Year",40,113151,"2016-17"
"2515400","CITY COLLEGE","FORT LAUDERDALE","FL","Private 4 Year",1494,5583183,"2016-17"
"2517100","SARASOTA SCHOOL OF MASSAGE THERAPY","SARASOTA","FL","Proprietary 2 Year",95,304256,"2016-17"
"2517500","FORT BELKNAP COLLEGE","HARLEM","MT","Public 2 Year",122,515036,"2016-17"
"2518300","SOUTH LOUISIANA BEAUTY COLLEGE","HOUMA","LA","Proprietary 2 Year",38,137499,"2016-17"
"2518500","HAIR DYNAMICS EDUCATION CENTER","FORT COLLINS","CO","Proprietary 2 Year",55,187705,"2016-17"
"2518900","BARRETT & COMPANY SCH HAIR DESIGN","NICHOLASVILLE","KY","Proprietary 2 Year",74,327066,"2016-17"
"2519300","OHIO STATE SCH COSMETOLOGY","CANAL WINCHESTER","OH","Proprietary 2 Year",94,334598,"2016-17"
"2519800","AVANCE BEAUTY COLLEGE","SAN DIEGO","CA","Proprietary 2 Year",31,130298,"2016-17"
"2520000","INTERNATIONAL SCH SKIN & NAILCARE","ATLANTA","GA","Proprietary 2 Year",191,577001,"2016-17"
"2520200","CALIFORNIA CAREER SCHOOLS","ANAHEIM","CA","Proprietary 2 Year",7,18074,"2016-17"
"2520300","INTERIOR DESIGNERS INSTITUTE","NEWPORT BEACH","CA","Proprietary 4 Year",50,143569,"2016-17"
"2520400","ADRIAN'S BEAUTY COLLEGE OF TURLOCK","TURLOCK","CA","Proprietary 2 Year",95,395267,"2016-17"
"2520800","MERRELL UNIV OF BTY ARTS & SCIENCES","JEFFERSON CITY","MO","Proprietary 2 Year",75,297717,"2016-17"
"2521200","ARLINGTON CAREER INSTITUTE","GRAND PRAIRIE","TX","Proprietary 2 Year",195,695375,"2016-17"
"2521800","SEGUIN BEAUTY SCHOOL","SEGUIN","TX","Proprietary 2 Year",59,248523,"2016-17"
"2522700","EASTLAND-FAIRFIELD CAREER AND TECHNICAL","GROVEPORT","OH","Public 2 Year",85,321961,"2016-17"
"2522800","FOX COLLEGE","BEDFORD PARK","IL","Proprietary 2 Year",332,1367706,"2016-17"
"2523700","OCEAN COUNTY VOCATIONAL-TECH SCHOOL","TOMS RIVER","NJ","Public 2 Year",147,527751,"2016-17"
"2523900","ELIZABETH GRADY SCHOOL OF ESTHETICS","MEDFORD","MA","Proprietary 2 Year",119,333879,"2016-17"
"2524000","SUNSTATE ACADEMY OF HAIR DESIGN","CLEARWATER","FL","Private 2 Year",587,2125678,"2016-17"
"2524200","ROBERT MORGAN EDUCATIONAL CENTER","MIAMI","FL","Public 2 Year",277,901333,"2016-17"
"2524500","RALPH R WILLIS VOCATIONAL CENTER","LOGAN","WV","Public 2 Year",26,128565,"2016-17"
"2525600","ART INSTITUTE OF NEW YORK CITY (THE)","NEW YORK","NY","Proprietary 2 Year",126,362238,"2016-17"
"2525800","LEE'S SCHOOL OF COSMETOLOGY","NORTH LITTLE ROCK","AR","Proprietary 2 Year",7,31984,"2016-17"
"2525900","ARTISTIC ACADEMY OF HAIR DESIGN","MORRIS PLAINS","NJ","Proprietary 2 Year",56,195141,"2016-17"
"2526100","JENNY LEA ACADEMY OF COSMETOLOGY","WHITESBURG","KY","Proprietary 2 Year",26,114438,"2016-17"
"2527500","HOUSTON TRAINING SCHOOLS","HOUSTON","TX","Proprietary 2 Year",653,2147824,"2016-17"
"2528200","ROBERT FIANCE BEAUTY SCHOOLS","NORTH PLAINFIELD","NJ","Proprietary 2 Year",123,354771,"2016-17"
"2528300","TDDS TECHNICAL INSTITUTE","DIAMOND","OH","Proprietary 2 Year",284,863115,"2016-17"
"2529500","HAMRICK SCHOOL","MEDINA","OH","Proprietary 2 Year",124,349497,"2016-17"
"2529800","WILKES BARRE AREA CAREER AND TECHNICAL C","WILKES-BARRE","PA","Public 2 Year",151,453144,"2016-17"
"2530600","SAINT CHARLES COMMUNITY COLLEGE","COTTLEVILLE","MO","Public 2 Year",1659,5206047,"2016-17"
"2530700","SEBRING CAREER SCHOOLS","HOUSTON","TX","Proprietary 2 Year",181,787224,"2016-17"
"2531200","WOODWARD BEAUTY COLLEGE","WOODWARD","OK","Proprietary 2 Year",31,114160,"2016-17"
"2531800","PAUL MITCHELL THE SCHOOL - PROVO","PROVO","UT","Proprietary 2 Year",1263,4659957,"2016-17"
"2532200","LAC COURTE OREILLES OJIBWA CMTY CLG","HAYWARD","WI","Public 2 Year",199,598940,"2016-17"
"2532600","LANDMARK COLLEGE","PUTNEY","VT","Private 4 Year",117,491144,"2016-17"
"2533600","ROSS MEDICAL EDUCATION CENTER","LANSING","MI","Proprietary 2 Year",898,3399060,"2016-17"
"2534000","NATIONAL COLLEG OF NATUROPATHIC MED","PORTLAND","OR","Private 4 Year",14,58799,"2016-17"
"2534800","FRED W EBERLE TECHNICAL CENTER","BUCKHANNON","WV","Public 2 Year",86,362311,"2016-17"
"2534900","PONCE PARAMEDICAL COLLEGE (POPAC)","PONCE","PR","Proprietary 2 Year",1713,7042760,"2016-17"
"2535500","MERCER COUNTY TECH EDUC CNTR","PRINCETON","WV","Public 2 Year",68,287239,"2016-17"
"2535600","CLEAR CREEK BAPTIST BIBLE COLLEGE","PINEVILLE","KY","Private 4 Year",90,322309,"2016-17"
"2536400","LOUISIANA ACADEMY OF BEAUTY","EUNICE","LA","Proprietary 2 Year",41,169763,"2016-17"
"2536600","COMMONWEALTH TECH INSTIT @ HIRAM G","JOHNSTOWN","PA","Public 2 Year",124,511763,"2016-17"
"2536700","BELL MAR BEAUTY COLLEGE","CICERO","IL","Proprietary 2 Year",46,154551,"2016-17"
"2537200","PALOMAR INSTITUTE OF COSMETOLOGY","SAN MARCOS","CA","Proprietary 2 Year",108,367608,"2016-17"
"2538300","DELTA COLLEGE OF ARTS & TECH INC","BATON ROUGE","LA","Proprietary 2 Year",508,1982631,"2016-17"
"2538500","ARTHUR'S BEAUTY COLLEGE","JACKSONVILLE","AR","Proprietary 2 Year",142,504322,"2016-17"
"2538800","SUFFOLK BEAUTY ACADEMY","SUFFOLK","VA","Proprietary 2 Year",39,142295,"2016-17"
"2539100","BRIGHTWOOD COLLEGE","NORTH HOLLYWOOD","CA","Proprietary 2 Year",947,3198356,"2016-17"
"2539500","IRVINE VALLEY COLLEGE","IRVINE","CA","Public 2 Year",2729,10272586,"2016-17"
"2539800","QUEEN CITY COLLEGE","CLARKSVILLE","TN","Proprietary 2 Year",127,460729,"2016-17"
"2540000","TENNESSEE ACADEMY OF COSMETOLOGY","MEMPHIS","TN","Proprietary 2 Year",69,192496,"2016-17"
"2540800","GLOBE INSTITUTE OF TECHNOLOGY, INC.","NEW YORK","NY","Proprietary 4 Year",48,194218,"2016-17"
"2541000","ALASKA CAREER COLLEGE","ANCHORAGE","AK","Proprietary 2 Year",382,1321746,"2016-17"
"2541200","STRATFORD UNIVERSITY","FALLS CHURCH","VA","Proprietary 4 Year",2135,7983340,"2016-17"
"2541900","BJ'S BEAUTY AND BARBER COLLEGE","TACOMA","WA","Proprietary 2 Year",46,180390,"2016-17"
"2542300","NATIONAL HOLISTIC INSTITUTE","EMERYVILLE","CA","Proprietary 2 Year",666,2514922,"2016-17"
"2543400","BROWNSON TECHNICAL SCHOOL","ANAHEIM","CA","Proprietary 2 Year",148,537867,"2016-17"
"2544300","BUTLER BEAUTY SCHOOL","BUTLER","PA","Proprietary 2 Year",81,276894,"2016-17"
"2545200","CHIEF DULL KNIFE COLLEGE","LAME DEER","MT","Public 2 Year",84,313176,"2016-17"
"2545400","NORTH AMERICAN TRADE SCHOOLS","BALTIMORE","MD","Proprietary 2 Year",387,1341209,"2016-17"
"2545800","INNER STATE BEAUTY SCHOOLS","LYNDHURST","OH","Proprietary 2 Year",87,330081,"2016-17"
"2545900","HYPNOSIS MOTIVATION INSTITUTE","TARZANA","CA","Private 2 Year",48,190423,"2016-17"
"2546200","LAUREL BUSINESS INSTITUTE","UNIONTOWN","PA","Proprietary 2 Year",227,935929,"2016-17"
"2546300","YESHIVA OF THE TELSHE ALUMNI","RIVERDALE","NY","Private 4 Year",47,234183,"2016-17"
"2546400","MTI BUSINESS COLLEGE INC","STOCKTON","CA","Proprietary 2 Year",95,358430,"2016-17"
"2547600","FLORIDA NATIONAL COLLEGE","HIALEAH","FL","Proprietary 4 Year",3320,13093019,"2016-17"
"2548500","COSMETOLOGY TRAINING CENTER","LAFAYETTE","LA","Proprietary 2 Year",67,272700,"2016-17"
"2548800","SOUTH TEXAS VO-TECH INSTITUTE","WESLACO","TX","Proprietary 2 Year",797,2809564,"2016-17"
"2549000","BRIGHTWOOD COLLEGE","VISTA","CA","Proprietary 2 Year",931,3418476,"2016-17"
"2550000","CLARION CO AREA VOC-TECH PRAC NRSG","SHIPPENVILLE","PA","Public 2 Year",39,145006,"2016-17"
"2550600","TALMUDICAL INST OF UPSTATE NY","ROCHESTER","NY","Private 4 Year",2,9180,"2016-17"
"2550800","NEBRASKA INDIAN COMMUNITY COLLEGE","MACY","NE","Public 2 Year",85,310655,"2016-17"
